,产品1,产品2,关联度
12311,ID456,ID179,2
12312,ID456,ID221,4
12313,ID456,ID252,2
12314,ID456,ID269,2
12315,ID456,ID341,7
12316,ID456,ID344,2
12317,ID456,ID356,3
12318,ID456,ID425,2
12319,ID456,ID428,1
12320,ID456,ID440,3
12321,ID466,ID31,2
12322,ID466,ID69,2
12323,ID466,ID101,4
12324,ID466,ID161,2
12325,ID466,ID252,4
12326,ID466,ID356,8
12327,ID466,ID425,3
12328,ID466,ID430,3
12329,ID466,ID512,1
12330,ID487,ID161,2
12331,ID487,ID252,12
12332,ID509,ID69,2
12333,ID509,ID92,7
12334,ID509,ID161,2
12335,ID509,ID252,2
12336,ID509,ID356,3
12337,ID509,ID425,4
12338,ID509,ID512,1
12339,ID512,ID5,1
12340,ID512,ID21,3
12341,ID512,ID31,1
12342,ID512,ID69,2
12343,ID512,ID71,2
12344,ID512,ID86,1
12345,ID512,ID92,1
12346,ID512,ID101,1
12347,ID512,ID161,1
12348,ID512,ID179,2
12349,ID512,ID252,1
12350,ID512,ID341,3
12351,ID512,ID344,1
12352,ID512,ID356,4
12353,ID512,ID371,2
12354,ID512,ID425,1
12355,ID512,ID430,1
12356,ID512,ID438,1
12357,ID512,ID440,1
12358,ID512,ID466,1
12359,ID512,ID509,1
12360,ID27,ID54,3
12361,ID27,ID140,2
12362,ID27,ID172,1
12363,ID27,ID487,10
12364,ID54,ID27,3
12365,ID54,ID172,1
12366,ID140,ID27,2
12367,ID140,ID172,1
12368,ID172,ID27,1
12369,ID172,ID54,1
12370,ID172,ID140,1
12371,ID172,ID487,4
12372,ID487,ID27,10
12373,ID487,ID172,4
12374,ID7,ID27,7
12375,ID21,ID27,4
12376,ID21,ID225,1
12377,ID21,ID331,3
12378,ID27,ID7,7
12379,ID27,ID21,4
12380,ID27,ID42,1
12381,ID27,ID95,1
12382,ID27,ID149,3
12383,ID27,ID225,1
12384,ID27,ID234,2
12385,ID27,ID331,1
12386,ID27,ID364,3
12387,ID27,ID394,3
12388,ID27,ID443,2
12389,ID27,ID451,4
12390,ID27,ID454,5
12391,ID27,ID466,1
12392,ID42,ID27,1
12393,ID42,ID95,2
12394,ID42,ID149,3
12395,ID42,ID225,1
12396,ID42,ID234,3
12397,ID42,ID331,1
12398,ID42,ID443,2
12399,ID42,ID466,5
12400,ID95,ID27,1
12401,ID95,ID42,2
12402,ID95,ID225,1
12403,ID95,ID234,2
12404,ID95,ID331,2
12405,ID95,ID364,1
12406,ID95,ID394,2
12407,ID149,ID27,3
12408,ID149,ID42,3
12409,ID149,ID331,1
12410,ID225,ID21,1
12411,ID225,ID27,1
12412,ID225,ID42,1
12413,ID225,ID95,1
12414,ID225,ID234,1
12415,ID225,ID331,1
12416,ID225,ID364,1
12417,ID225,ID394,1
12418,ID225,ID443,1
12419,ID225,ID451,1
12420,ID234,ID27,2
12421,ID234,ID42,3
12422,ID234,ID95,2
12423,ID234,ID225,1
12424,ID331,ID21,3
12425,ID331,ID27,1
12426,ID331,ID42,1
12427,ID331,ID95,2
12428,ID331,ID149,1
12429,ID331,ID225,1
12430,ID331,ID364,1
12431,ID331,ID443,1
12432,ID331,ID451,1
12433,ID331,ID454,1
12434,ID331,ID466,1
12435,ID364,ID27,3
12436,ID364,ID95,1
12437,ID364,ID225,1
12438,ID364,ID331,1
12439,ID394,ID27,3
12440,ID394,ID95,2
12441,ID394,ID225,1
12442,ID443,ID27,2
12443,ID443,ID42,2
12444,ID443,ID225,1
12445,ID443,ID331,1
12446,ID451,ID27,4
12447,ID451,ID225,1
12448,ID451,ID331,1
12449,ID454,ID27,5
12450,ID454,ID331,1
12451,ID466,ID27,1
12452,ID466,ID42,5
12453,ID466,ID331,1
12454,ID27,ID40,1
12455,ID27,ID160,2
12456,ID27,ID221,4
12457,ID27,ID229,3
12458,ID27,ID248,7
12459,ID27,ID249,1
12460,ID27,ID252,1
12461,ID27,ID283,2
12462,ID27,ID289,2
12463,ID27,ID310,1
12464,ID27,ID344,3
12465,ID27,ID415,2
12466,ID27,ID428,1
12467,ID40,ID27,1
12468,ID40,ID229,2
12469,ID40,ID252,4
12470,ID40,ID283,3
12471,ID40,ID289,3
12472,ID40,ID310,1
12473,ID40,ID428,1
12474,ID160,ID27,2
12475,ID160,ID283,5
12476,ID160,ID289,5
12477,ID160,ID310,1
12478,ID221,ID27,4
12479,ID221,ID310,1
12480,ID229,ID27,3
12481,ID229,ID40,2
12482,ID229,ID252,3
12483,ID229,ID283,4
12484,ID229,ID289,3
12485,ID229,ID310,1
12486,ID229,ID451,4
12487,ID248,ID27,7
12488,ID248,ID252,3
12489,ID248,ID283,6
12490,ID248,ID289,5
12491,ID248,ID310,1
12492,ID249,ID27,1
12493,ID249,ID252,4
12494,ID249,ID283,3
12495,ID249,ID289,3
12496,ID249,ID310,2
12497,ID249,ID428,1
12498,ID249,ID451,13
12499,ID252,ID27,1
12500,ID252,ID40,4
12501,ID252,ID229,3
12502,ID252,ID248,3
12503,ID252,ID249,4
12504,ID252,ID283,1
12505,ID252,ID289,1
12506,ID252,ID310,1
12507,ID252,ID451,5
12508,ID283,ID27,2
12509,ID283,ID40,3
12510,ID283,ID160,5
12511,ID283,ID229,4
12512,ID283,ID248,6
12513,ID283,ID249,3
12514,ID283,ID252,1
12515,ID283,ID310,1
12516,ID283,ID344,6
12517,ID283,ID364,5
12518,ID283,ID415,3
12519,ID289,ID27,2
12520,ID289,ID40,3
12521,ID289,ID160,5
12522,ID289,ID229,3
12523,ID289,ID248,5
12524,ID289,ID249,3
12525,ID289,ID252,1
12526,ID289,ID310,1
12527,ID289,ID344,6
12528,ID289,ID364,5
12529,ID289,ID415,2
12530,ID289,ID428,1
12531,ID289,ID451,4
12532,ID310,ID27,1
12533,ID310,ID40,1
12534,ID310,ID160,1
12535,ID310,ID221,1
12536,ID310,ID229,1
12537,ID310,ID248,1
12538,ID310,ID249,2
12539,ID310,ID252,1
12540,ID310,ID283,1
12541,ID310,ID289,1
12542,ID310,ID344,1
12543,ID310,ID364,1
12544,ID310,ID394,1
12545,ID310,ID415,2
12546,ID310,ID428,1
12547,ID310,ID451,1
12548,ID310,ID454,1
12549,ID310,ID487,2
12550,ID344,ID27,3
12551,ID344,ID283,6
12552,ID344,ID289,6
12553,ID344,ID310,1
12554,ID364,ID283,5
12555,ID364,ID289,5
12556,ID364,ID310,1
12557,ID394,ID310,1
12558,ID415,ID27,2
12559,ID415,ID283,3
12560,ID415,ID289,2
12561,ID415,ID310,2
12562,ID428,ID27,1
12563,ID428,ID40,1
12564,ID428,ID249,1
12565,ID428,ID289,1
12566,ID428,ID310,1
12567,ID428,ID451,2
12568,ID451,ID229,4
12569,ID451,ID249,13
12570,ID451,ID252,5
12571,ID451,ID289,4
12572,ID451,ID310,1
12573,ID451,ID428,2
12574,ID454,ID310,1
12575,ID487,ID310,2
12576,ID271,ID465,2
12577,ID465,ID271,2
12578,ID465,ID466,3
12579,ID466,ID465,3
12580,ID69,ID442,1
12581,ID69,ID493,1
12582,ID442,ID69,1
12583,ID493,ID69,1
12584,ID7,ID410,1
12585,ID101,ID410,1
12586,ID160,ID410,1
12587,ID167,ID410,1
12588,ID221,ID410,1
12589,ID410,ID7,1
12590,ID410,ID101,1
12591,ID410,ID160,1
12592,ID410,ID167,1
12593,ID410,ID221,1
12594,ID410,ID454,1
12595,ID410,ID487,1
12596,ID454,ID410,1
12597,ID487,ID410,1
12598,ID7,ID162,1
12599,ID98,ID162,1
12600,ID98,ID428,1
12601,ID162,ID7,1
12602,ID162,ID98,1
12603,ID162,ID269,1
12604,ID162,ID428,1
12605,ID162,ID454,1
12606,ID162,ID487,1
12607,ID269,ID162,1
12608,ID428,ID98,1
12609,ID428,ID162,1
12610,ID454,ID162,1
12611,ID487,ID162,1
12612,ID5,ID33,1
12613,ID5,ID42,1
12614,ID5,ID54,1
12615,ID5,ID123,1
12616,ID5,ID203,2
12617,ID5,ID229,2
12618,ID5,ID248,1
12619,ID5,ID256,1
12620,ID5,ID392,2
12621,ID5,ID396,1
12622,ID5,ID426,3
12623,ID5,ID492,1
12624,ID7,ID396,3
12625,ID7,ID492,1
12626,ID21,ID285,9
12627,ID21,ID326,1
12628,ID21,ID414,4
12629,ID21,ID492,1
12630,ID33,ID5,1
12631,ID33,ID42,1
12632,ID33,ID54,2
12633,ID33,ID71,2
12634,ID33,ID86,1
12635,ID33,ID123,1
12636,ID33,ID149,1
12637,ID33,ID160,2
12638,ID33,ID167,3
12639,ID33,ID179,4
12640,ID33,ID203,1
12641,ID33,ID221,4
12642,ID33,ID252,2
12643,ID33,ID269,1
12644,ID33,ID285,2
12645,ID33,ID326,1
12646,ID33,ID344,1
12647,ID33,ID364,2
12648,ID33,ID392,1
12649,ID33,ID414,1
12650,ID33,ID426,1
12651,ID33,ID440,1
12652,ID33,ID451,2
12653,ID33,ID492,1
12654,ID42,ID5,1
12655,ID42,ID33,1
12656,ID42,ID54,2
12657,ID42,ID71,1
12658,ID42,ID86,2
12659,ID42,ID123,2
12660,ID42,ID160,2
12661,ID42,ID167,1
12662,ID42,ID179,2
12663,ID42,ID203,2
12664,ID42,ID229,2
12665,ID42,ID248,1
12666,ID42,ID252,2
12667,ID42,ID256,2
12668,ID42,ID264,2
12669,ID42,ID269,1
12670,ID42,ID285,1
12671,ID42,ID326,1
12672,ID42,ID344,2
12673,ID42,ID373,3
12674,ID42,ID392,1
12675,ID42,ID396,1
12676,ID42,ID414,1
12677,ID42,ID415,2
12678,ID42,ID426,2
12679,ID42,ID440,2
12680,ID42,ID492,1
12681,ID54,ID5,1
12682,ID54,ID33,2
12683,ID54,ID42,2
12684,ID54,ID252,7
12685,ID54,ID264,5
12686,ID54,ID326,2
12687,ID54,ID392,3
12688,ID54,ID396,1
12689,ID54,ID414,3
12690,ID54,ID492,1
12691,ID71,ID33,2
12692,ID71,ID42,1
12693,ID71,ID123,1
12694,ID71,ID229,3
12695,ID71,ID248,3
12696,ID71,ID256,3
12697,ID71,ID264,4
12698,ID71,ID285,3
12699,ID71,ID326,2
12700,ID71,ID392,2
12701,ID71,ID396,1
12702,ID71,ID414,3
12703,ID71,ID426,7
12704,ID71,ID451,6
12705,ID71,ID492,1
12706,ID86,ID33,1
12707,ID86,ID42,2
12708,ID86,ID248,2
12709,ID86,ID396,1
12710,ID86,ID426,5
12711,ID86,ID492,1
12712,ID123,ID5,1
12713,ID123,ID33,1
12714,ID123,ID42,2
12715,ID123,ID71,1
12716,ID123,ID149,4
12717,ID123,ID160,4
12718,ID123,ID179,2
12719,ID123,ID203,3
12720,ID123,ID221,4
12721,ID123,ID229,2
12722,ID123,ID248,3
12723,ID123,ID252,3
12724,ID123,ID256,1
12725,ID123,ID264,2
12726,ID123,ID269,1
12727,ID123,ID285,1
12728,ID123,ID326,1
12729,ID123,ID364,4
12730,ID123,ID373,3
12731,ID123,ID392,1
12732,ID123,ID396,1
12733,ID123,ID414,1
12734,ID123,ID415,2
12735,ID123,ID451,4
12736,ID123,ID466,3
12737,ID123,ID492,1
12738,ID149,ID33,1
12739,ID149,ID123,4
12740,ID149,ID396,3
12741,ID149,ID492,1
12742,ID160,ID33,2
12743,ID160,ID42,2
12744,ID160,ID123,4
12745,ID160,ID256,4
12746,ID160,ID326,2
12747,ID160,ID396,2
12748,ID160,ID492,1
12749,ID167,ID33,3
12750,ID167,ID42,1
12751,ID167,ID229,2
12752,ID167,ID248,9
12753,ID167,ID252,5
12754,ID167,ID256,3
12755,ID167,ID285,4
12756,ID167,ID396,2
12757,ID167,ID492,1
12758,ID179,ID33,4
12759,ID179,ID42,2
12760,ID179,ID123,2
12761,ID179,ID229,3
12762,ID179,ID256,3
12763,ID179,ID396,3
12764,ID179,ID492,1
12765,ID203,ID5,2
12766,ID203,ID33,1
12767,ID203,ID42,2
12768,ID203,ID123,3
12769,ID203,ID229,3
12770,ID203,ID252,2
12771,ID203,ID264,1
12772,ID203,ID326,1
12773,ID203,ID396,1
12774,ID203,ID492,1
12775,ID221,ID33,4
12776,ID221,ID123,4
12777,ID221,ID285,8
12778,ID221,ID396,3
12779,ID221,ID426,18
12780,ID221,ID492,1
12781,ID229,ID5,2
12782,ID229,ID42,2
12783,ID229,ID71,3
12784,ID229,ID123,2
12785,ID229,ID167,2
12786,ID229,ID179,3
12787,ID229,ID203,3
12788,ID229,ID264,3
12789,ID229,ID285,3
12790,ID229,ID326,1
12791,ID229,ID426,3
12792,ID229,ID492,1
12793,ID248,ID5,1
12794,ID248,ID42,1
12795,ID248,ID71,3
12796,ID248,ID86,2
12797,ID248,ID123,3
12798,ID248,ID167,9
12799,ID248,ID256,4
12800,ID248,ID285,6
12801,ID248,ID326,1
12802,ID248,ID392,2
12803,ID248,ID440,2
12804,ID248,ID492,1
12805,ID252,ID33,2
12806,ID252,ID42,2
12807,ID252,ID54,7
12808,ID252,ID123,3
12809,ID252,ID167,5
12810,ID252,ID203,2
12811,ID252,ID256,2
12812,ID252,ID285,3
12813,ID252,ID326,1
12814,ID252,ID392,2
12815,ID252,ID396,1
12816,ID252,ID414,1
12817,ID252,ID426,3
12818,ID252,ID492,1
12819,ID256,ID5,1
12820,ID256,ID42,2
12821,ID256,ID71,3
12822,ID256,ID123,1
12823,ID256,ID160,4
12824,ID256,ID167,3
12825,ID256,ID179,3
12826,ID256,ID248,4
12827,ID256,ID252,2
12828,ID256,ID264,3
12829,ID256,ID285,16
12830,ID256,ID326,1
12831,ID256,ID344,5
12832,ID256,ID392,1
12833,ID256,ID396,1
12834,ID256,ID414,1
12835,ID256,ID426,2
12836,ID264,ID42,2
12837,ID264,ID54,5
12838,ID264,ID71,4
12839,ID264,ID123,2
12840,ID264,ID203,1
12841,ID264,ID229,3
12842,ID264,ID256,3
12843,ID264,ID326,2
12844,ID264,ID392,1
12845,ID264,ID396,1
12846,ID264,ID426,4
12847,ID264,ID492,1
12848,ID269,ID33,1
12849,ID269,ID42,1
12850,ID269,ID123,1
12851,ID269,ID285,1
12852,ID269,ID396,2
12853,ID269,ID492,1
12854,ID285,ID21,9
12855,ID285,ID33,2
12856,ID285,ID42,1
12857,ID285,ID71,3
12858,ID285,ID123,1
12859,ID285,ID167,4
12860,ID285,ID221,8
12861,ID285,ID229,3
12862,ID285,ID248,6
12863,ID285,ID252,3
12864,ID285,ID256,16
12865,ID285,ID269,1
12866,ID285,ID392,2
12867,ID285,ID396,1
12868,ID285,ID414,2
12869,ID285,ID415,3
12870,ID285,ID426,3
12871,ID285,ID466,3
12872,ID285,ID492,1
12873,ID326,ID21,1
12874,ID326,ID33,1
12875,ID326,ID42,1
12876,ID326,ID54,2
12877,ID326,ID71,2
12878,ID326,ID123,1
12879,ID326,ID160,2
12880,ID326,ID203,1
12881,ID326,ID229,1
12882,ID326,ID248,1
12883,ID326,ID252,1
12884,ID326,ID256,1
12885,ID326,ID264,2
12886,ID326,ID395,3
12887,ID326,ID396,1
12888,ID326,ID426,2
12889,ID326,ID451,2
12890,ID326,ID487,3
12891,ID326,ID492,1
12892,ID341,ID426,11
12893,ID341,ID492,1
12894,ID344,ID33,1
12895,ID344,ID42,2
12896,ID344,ID256,5
12897,ID344,ID396,1
12898,ID344,ID492,1
12899,ID364,ID33,2
12900,ID364,ID123,4
12901,ID364,ID396,2
12902,ID373,ID42,3
12903,ID373,ID123,3
12904,ID373,ID492,1
12905,ID392,ID5,2
12906,ID392,ID33,1
12907,ID392,ID42,1
12908,ID392,ID54,3
12909,ID392,ID71,2
12910,ID392,ID123,1
12911,ID392,ID248,2
12912,ID392,ID252,2
12913,ID392,ID256,1
12914,ID392,ID264,1
12915,ID392,ID285,2
12916,ID392,ID396,1
12917,ID392,ID414,2
12918,ID392,ID426,2
12919,ID392,ID492,1
12920,ID395,ID326,3
12921,ID395,ID396,3
12922,ID395,ID426,10
12923,ID396,ID5,1
12924,ID396,ID7,3
12925,ID396,ID42,1
12926,ID396,ID54,1
12927,ID396,ID71,1
12928,ID396,ID86,1
12929,ID396,ID123,1
12930,ID396,ID149,3
12931,ID396,ID160,2
12932,ID396,ID167,2
12933,ID396,ID179,3
12934,ID396,ID203,1
12935,ID396,ID221,3
12936,ID396,ID252,1
12937,ID396,ID256,1
12938,ID396,ID264,1
12939,ID396,ID269,2
12940,ID396,ID285,1
12941,ID396,ID326,1
12942,ID396,ID344,1
12943,ID396,ID364,2
12944,ID396,ID392,1
12945,ID396,ID395,3
12946,ID396,ID414,1
12947,ID396,ID426,2
12948,ID396,ID440,1
12949,ID396,ID451,1
12950,ID396,ID492,1
12951,ID414,ID21,4
12952,ID414,ID33,1
12953,ID414,ID42,1
12954,ID414,ID54,3
12955,ID414,ID71,3
12956,ID414,ID123,1
12957,ID414,ID252,1
12958,ID414,ID256,1
12959,ID414,ID285,2
12960,ID414,ID392,2
12961,ID414,ID396,1
12962,ID414,ID426,3
12963,ID414,ID492,1
12964,ID415,ID42,2
12965,ID415,ID123,2
12966,ID415,ID285,3
12967,ID426,ID5,3
12968,ID426,ID33,1
12969,ID426,ID42,2
12970,ID426,ID71,7
12971,ID426,ID86,5
12972,ID426,ID221,18
12973,ID426,ID229,3
12974,ID426,ID252,3
12975,ID426,ID256,2
12976,ID426,ID264,4
12977,ID426,ID285,3
12978,ID426,ID326,2
12979,ID426,ID341,11
12980,ID426,ID392,2
12981,ID426,ID395,10
12982,ID426,ID396,2
12983,ID426,ID414,3
12984,ID426,ID440,5
12985,ID426,ID466,11
12986,ID426,ID492,1
12987,ID440,ID33,1
12988,ID440,ID42,2
12989,ID440,ID248,2
12990,ID440,ID396,1
12991,ID440,ID426,5
12992,ID440,ID492,1
12993,ID451,ID33,2
12994,ID451,ID71,6
12995,ID451,ID123,4
12996,ID451,ID326,2
12997,ID451,ID396,1
12998,ID454,ID492,1
12999,ID466,ID123,3
13000,ID466,ID285,3
13001,ID466,ID426,11
13002,ID466,ID492,1
13003,ID487,ID326,3
13004,ID492,ID5,1
13005,ID492,ID7,1
13006,ID492,ID21,1
13007,ID492,ID33,1
13008,ID492,ID42,1
13009,ID492,ID54,1
13010,ID492,ID71,1
13011,ID492,ID86,1
13012,ID492,ID123,1
13013,ID492,ID149,1
13014,ID492,ID160,1
13015,ID492,ID167,1
13016,ID492,ID179,1
13017,ID492,ID203,1
13018,ID492,ID221,1
13019,ID492,ID229,1
13020,ID492,ID248,1
13021,ID492,ID252,1
13022,ID492,ID264,1
13023,ID492,ID269,1
13024,ID492,ID285,1
13025,ID492,ID326,1
13026,ID492,ID341,1
13027,ID492,ID344,1
13028,ID492,ID373,1
13029,ID492,ID392,1
13030,ID492,ID396,1
13031,ID492,ID414,1
13032,ID492,ID426,1
13033,ID492,ID440,1
13034,ID492,ID454,1
13035,ID492,ID466,1
13036,ID113,ID294,3
13037,ID294,ID113,3
13038,ID84,ID271,2
13039,ID84,ID465,1
13040,ID271,ID84,2
13041,ID465,ID84,1
13042,ID97,ID224,7
13043,ID97,ID245,1
13044,ID97,ID260,8
13045,ID97,ID319,2
13046,ID224,ID97,7
13047,ID224,ID245,24
13048,ID224,ID260,44
13049,ID224,ID319,26
13050,ID224,ID431,41
13051,ID224,ID446,44
13052,ID245,ID97,1
13053,ID245,ID224,24
13054,ID245,ID260,24
13055,ID245,ID319,24
13056,ID245,ID431,23
13057,ID245,ID446,24
13058,ID260,ID97,8
13059,ID260,ID224,44
13060,ID260,ID245,24
13061,ID260,ID319,26
13062,ID260,ID431,41
13063,ID260,ID446,44
13064,ID319,ID97,2
13065,ID319,ID224,26
13066,ID319,ID245,24
13067,ID319,ID260,26
13068,ID319,ID431,23
13069,ID319,ID446,26
13070,ID431,ID224,41
13071,ID431,ID245,23
13072,ID431,ID260,41
13073,ID431,ID319,23
13074,ID446,ID224,44
13075,ID446,ID245,24
13076,ID446,ID260,44
13077,ID446,ID319,26
13078,ID245,ID454,2
13079,ID260,ID454,3
13080,ID319,ID454,2
13081,ID454,ID245,2
13082,ID454,ID260,3
13083,ID454,ID319,2
13084,ID188,ID224,1
13085,ID188,ID260,1
13086,ID188,ID319,1
13087,ID188,ID356,2
13088,ID188,ID379,2
13089,ID188,ID446,1
13090,ID188,ID487,2
13091,ID224,ID188,1
13092,ID224,ID356,3
13093,ID260,ID188,1
13094,ID260,ID356,3
13095,ID260,ID379,2
13096,ID260,ID487,25
13097,ID319,ID188,1
13098,ID319,ID356,2
13099,ID319,ID379,1
13100,ID319,ID487,20
13101,ID356,ID188,2
13102,ID356,ID224,3
13103,ID356,ID260,3
13104,ID356,ID319,2
13105,ID379,ID188,2
13106,ID379,ID260,2
13107,ID379,ID319,1
13108,ID446,ID188,1
13109,ID487,ID188,2
13110,ID487,ID260,25
13111,ID487,ID319,20
13112,ID21,ID49,3
13113,ID49,ID21,3
13114,ID49,ID54,6
13115,ID49,ID149,2
13116,ID49,ID252,2
13117,ID49,ID392,1
13118,ID49,ID395,3
13119,ID54,ID49,6
13120,ID149,ID49,2
13121,ID252,ID49,2
13122,ID392,ID49,1
13123,ID395,ID49,3
13124,ID24,ID97,1
13125,ID24,ID224,1
13126,ID24,ID260,1
13127,ID24,ID319,1
13128,ID24,ID446,1
13129,ID97,ID24,1
13130,ID224,ID24,1
13131,ID260,ID24,1
13132,ID319,ID24,1
13133,ID446,ID24,1
13134,ID224,ID340,5
13135,ID224,ID460,30
13136,ID245,ID340,1
13137,ID245,ID460,22
13138,ID260,ID340,5
13139,ID260,ID460,30
13140,ID319,ID340,1
13141,ID319,ID460,22
13142,ID340,ID224,5
13143,ID340,ID245,1
13144,ID340,ID260,5
13145,ID340,ID319,1
13146,ID340,ID431,5
13147,ID340,ID446,5
13148,ID340,ID460,4
13149,ID431,ID340,5
13150,ID431,ID460,30
13151,ID446,ID340,5
13152,ID446,ID460,30
13153,ID460,ID224,30
13154,ID460,ID245,22
13155,ID460,ID260,30
13156,ID460,ID319,22
13157,ID460,ID340,4
13158,ID460,ID431,30
13159,ID460,ID446,30
13160,ID294,ID318,2
13161,ID294,ID396,2
13162,ID318,ID294,2
13163,ID318,ID396,2
13164,ID318,ID415,3
13165,ID318,ID426,1
13166,ID318,ID443,2
13167,ID394,ID426,9
13168,ID396,ID294,2
13169,ID396,ID318,2
13170,ID396,ID443,2
13171,ID396,ID509,1
13172,ID415,ID318,3
13173,ID426,ID318,1
13174,ID426,ID394,9
13175,ID443,ID318,2
13176,ID443,ID396,2
13177,ID509,ID396,1
13178,ID224,ID270,1
13179,ID245,ID270,1
13180,ID260,ID270,1
13181,ID270,ID224,1
13182,ID270,ID245,1
13183,ID270,ID260,1
13184,ID270,ID319,1
13185,ID270,ID431,1
13186,ID270,ID446,1
13187,ID270,ID460,1
13188,ID319,ID270,1
13189,ID431,ID270,1
13190,ID446,ID270,1
13191,ID460,ID270,1
13192,ID224,ID336,1
13193,ID224,ID402,1
13194,ID245,ID336,1
13195,ID245,ID356,1
13196,ID245,ID402,1
13197,ID245,ID487,19
13198,ID260,ID336,1
13199,ID260,ID402,2
13200,ID319,ID336,1
13201,ID319,ID402,1
13202,ID336,ID224,1
13203,ID336,ID245,1
13204,ID336,ID260,1
13205,ID336,ID319,1
13206,ID336,ID356,5
13207,ID336,ID431,1
13208,ID336,ID446,2
13209,ID336,ID460,1
13210,ID356,ID245,1
13211,ID356,ID336,5
13212,ID356,ID460,2
13213,ID402,ID224,1
13214,ID402,ID245,1
13215,ID402,ID260,2
13216,ID402,ID319,1
13217,ID402,ID431,2
13218,ID402,ID460,2
13219,ID431,ID336,1
13220,ID431,ID402,2
13221,ID446,ID336,2
13222,ID460,ID336,1
13223,ID460,ID356,2
13224,ID460,ID402,2
13225,ID460,ID487,27
13226,ID487,ID245,19
13227,ID487,ID460,27
13228,ID121,ID139,16
13229,ID121,ID166,16
13230,ID121,ID224,16
13231,ID121,ID245,16
13232,ID121,ID253,1
13233,ID121,ID260,16
13234,ID121,ID319,16
13235,ID121,ID431,16
13236,ID121,ID446,16
13237,ID121,ID460,16
13238,ID121,ID487,16
13239,ID139,ID121,16
13240,ID139,ID166,17
13241,ID139,ID224,19
13242,ID139,ID245,19
13243,ID139,ID253,1
13244,ID139,ID260,19
13245,ID139,ID319,19
13246,ID139,ID431,19
13247,ID139,ID446,19
13248,ID139,ID460,19
13249,ID139,ID487,18
13250,ID166,ID121,16
13251,ID166,ID139,17
13252,ID166,ID224,17
13253,ID166,ID245,17
13254,ID166,ID253,1
13255,ID166,ID260,17
13256,ID166,ID319,17
13257,ID166,ID431,17
13258,ID166,ID446,17
13259,ID166,ID460,17
13260,ID166,ID487,17
13261,ID224,ID121,16
13262,ID224,ID139,19
13263,ID224,ID166,17
13264,ID224,ID253,1
13265,ID245,ID121,16
13266,ID245,ID139,19
13267,ID245,ID166,17
13268,ID245,ID253,1
13269,ID253,ID121,1
13270,ID253,ID139,1
13271,ID253,ID166,1
13272,ID253,ID224,1
13273,ID253,ID245,1
13274,ID253,ID260,1
13275,ID253,ID319,1
13276,ID253,ID460,1
13277,ID260,ID121,16
13278,ID260,ID139,19
13279,ID260,ID166,17
13280,ID260,ID253,1
13281,ID319,ID121,16
13282,ID319,ID139,19
13283,ID319,ID166,17
13284,ID319,ID253,1
13285,ID431,ID121,16
13286,ID431,ID139,19
13287,ID431,ID166,17
13288,ID446,ID121,16
13289,ID446,ID139,19
13290,ID446,ID166,17
13291,ID460,ID121,16
13292,ID460,ID139,19
13293,ID460,ID166,17
13294,ID460,ID253,1
13295,ID487,ID121,16
13296,ID487,ID139,18
13297,ID487,ID166,17
13298,ID139,ID150,1
13299,ID139,ID485,1
13300,ID150,ID139,1
13301,ID150,ID166,1
13302,ID150,ID224,1
13303,ID150,ID245,1
13304,ID150,ID260,1
13305,ID150,ID319,1
13306,ID150,ID431,1
13307,ID150,ID446,1
13308,ID150,ID460,1
13309,ID150,ID485,1
13310,ID150,ID487,1
13311,ID166,ID150,1
13312,ID166,ID485,1
13313,ID224,ID150,1
13314,ID224,ID485,7
13315,ID245,ID150,1
13316,ID245,ID485,1
13317,ID260,ID150,1
13318,ID260,ID485,7
13319,ID319,ID150,1
13320,ID319,ID485,1
13321,ID431,ID150,1
13322,ID431,ID485,7
13323,ID446,ID150,1
13324,ID446,ID485,7
13325,ID460,ID150,1
13326,ID460,ID485,7
13327,ID485,ID139,1
13328,ID485,ID150,1
13329,ID485,ID166,1
13330,ID485,ID224,7
13331,ID485,ID245,1
13332,ID485,ID260,7
13333,ID485,ID319,1
13334,ID485,ID431,7
13335,ID485,ID446,7
13336,ID485,ID460,7
13337,ID485,ID487,5
13338,ID487,ID150,1
13339,ID487,ID485,5
13340,ID2,ID139,1
13341,ID2,ID224,9
13342,ID2,ID245,1
13343,ID2,ID260,9
13344,ID2,ID283,9
13345,ID2,ID319,1
13346,ID2,ID431,9
13347,ID2,ID446,9
13348,ID2,ID460,9
13349,ID139,ID2,1
13350,ID139,ID283,2
13351,ID224,ID2,9
13352,ID224,ID283,11
13353,ID245,ID2,1
13354,ID245,ID283,2
13355,ID260,ID2,9
13356,ID260,ID283,11
13357,ID283,ID2,9
13358,ID283,ID139,2
13359,ID283,ID224,11
13360,ID283,ID245,2
13361,ID283,ID260,11
13362,ID283,ID319,2
13363,ID283,ID460,11
13364,ID319,ID2,1
13365,ID319,ID283,2
13366,ID431,ID2,9
13367,ID446,ID2,9
13368,ID460,ID2,9
13369,ID460,ID283,11
13370,ID121,ID311,15
13371,ID121,ID413,1
13372,ID139,ID311,15
13373,ID139,ID413,1
13374,ID166,ID311,15
13375,ID166,ID413,1
13376,ID224,ID311,15
13377,ID224,ID413,1
13378,ID245,ID311,15
13379,ID245,ID413,1
13380,ID260,ID311,15
13381,ID260,ID413,1
13382,ID311,ID121,15
13383,ID311,ID139,15
13384,ID311,ID166,15
13385,ID311,ID224,15
